"STATE","FLOOD_CAUSE","BEGIN_DATE_TIME","END_DATE_TIME"
"Indiana","Heavy Rain","2020/7/11","2020/7/11"
"Minnesota","Heavy Rain","2020/6/29","2020/6/29"
"Indiana","Heavy Rain","2020/6/27","2020/6/27"
"Massachusetts","Heavy Rain","2020/7/13","2020/7/13"
"Rhode Island","Heavy Rain","2020/7/14","2020/7/14"
"Ohio","Heavy Rain","2020/7/7","2020/7/7"
"Nebraska","Heavy Rain","2020/7/25","2020/7/25"
"South Dakota","Heavy Rain","2020/6/1","2020/6/30"
"New Jersey","Heavy Rain","2020/7/24","2020/7/24"
"New Jersey","Heavy Rain","2020/7/31","2020/7/31"
"South Dakota","Heavy Rain","2020/6/8","2020/6/9"
"West Virginia","Heavy Rain","2020/7/7","2020/7/7"
"American Samoa","Heavy Rain","2020/7/31","2020/7/31"
"Kansas","Heavy Rain","2020/7/30","2020/7/30"
"Minnesota","Heavy Rain / Snow Melt","2020/3/8","2020/3/9"
"Iowa","Heavy Rain / Snow Melt","2020/3/4","2020/3/15"
"Tennessee","Heavy Rain","2020/5/4","2020/5/4"
"Michigan","Heavy Rain","2020/7/18","2020/7/18"
"Texas","Heavy Rain","2020/7/23","2020/7/23"
"New Jersey","Heavy Rain","2020/7/11","2020/7/11"
"New Jersey","Heavy Rain","2020/7/22","2020/7/22"
"South Dakota","Heavy Rain","2020/6/9","2020/6/13"
"South Dakota","Heavy Rain","2020/6/12","2020/6/17"
"South Dakota","Heavy Rain","2020/6/8","2020/6/8"
"New York","Heavy Rain","2020/7/16","2020/7/16"
"North Dakota","Heavy Rain","2020/7/4","2020/7/4"
"New Jersey","Heavy Rain","2020/7/1","2020/7/1"
"New Jersey","Heavy Rain","2020/7/3","2020/7/3"
"Illinois","Heavy Rain","2020/7/19","2020/7/19"
"Missouri","Heavy Rain","2020/7/15","2020/7/15"
"Kansas","Heavy Rain","2020/7/12","2020/7/12"
"Illinois","Heavy Rain","2020/7/9","2020/7/9"
"Wisconsin","Heavy Rain","2020/7/1","2020/7/31"
"Louisiana","Heavy Rain","2020/7/1","2020/7/1"
"Minnesota","Heavy Rain","2020/7/4","2020/7/4"
"Oklahoma","Heavy Rain","2020/7/10","2020/7/10"
"New York","Heavy Rain","2020/7/8","2020/7/8"
"Georgia","Heavy Rain","2020/7/7","2020/7/7"
"Oklahoma","Heavy Rain","2020/7/19","2020/7/19"
"Florida","Heavy Rain","2020/7/28","2020/7/28"
"Ohio","Heavy Rain","2020/7/8","2020/7/8"
"Louisiana","Heavy Rain","2020/7/5","2020/7/5"
"New York","Heavy Rain","2020/7/27","2020/7/27"
"North Dakota","Heavy Rain","2020/7/1","2020/7/1"
"North Dakota","Heavy Rain","2020/7/1","2020/7/2"
"New York","Heavy Rain","2020/7/10","2020/7/10"
"Illinois","Heavy Rain","2020/7/19","2020/7/20"
"South Carolina","Heavy Rain","2020/7/7","2020/7/7"
"North Carolina","Heavy Rain","2020/7/23","2020/7/23"
"Missouri","Heavy Rain","2020/7/29","2020/7/30"
"Louisiana","Heavy Rain","2020/7/15","2020/7/15"
"North Dakota","Heavy Rain","2020/7/1","2020/7/3"
"Illinois","Heavy Rain","2020/7/20","2020/7/20"
"Illinois","Heavy Rain","2020/7/8","2020/7/8"
"Minnesota","Heavy Rain","2020/7/8","2020/7/8"
"Indiana","Heavy Rain","2020/7/8","2020/7/8"
"Louisiana","Heavy Rain","2020/7/28","2020/7/28"
"Virginia","Heavy Rain","2020/7/22","2020/7/22"
"Minnesota","Heavy Rain","2020/7/17","2020/7/18"
"Ohio","Heavy Rain","2020/7/27","2020/7/27"
"Virginia","Heavy Rain","2020/7/1","2020/7/1"
"Virginia","Heavy Rain","2020/7/23","2020/7/23"
"New Jersey","Heavy Rain","2020/7/10","2020/7/10"
"West Virginia","Heavy Rain","2020/7/12","2020/7/12"
"Florida","Heavy Rain","2020/7/5","2020/7/5"
"Minnesota","Heavy Rain / Snow Melt","2020/3/6","2020/3/12"
"Minnesota","Heavy Rain / Snow Melt","2020/3/7","2020/3/7"
"Wisconsin","Heavy Rain","2020/7/26","2020/7/26"
"Iowa","Heavy Rain","2020/7/11","2020/7/11"
"Colorado","Heavy Rain","2020/7/4","2020/7/4"
"Alaska","Heavy Rain / Snow Melt","2020/12/1","2020/12/5"
"Virginia","Heavy Rain","2020/7/17","2020/7/17"
"West Virginia","Heavy Rain","2020/7/30","2020/7/30"
"Kentucky","Heavy Rain","2020/7/5","2020/7/5"
"South Dakota","Heavy Rain / Snow Melt","2020/3/8","2020/3/10"
"Alabama","Heavy Rain","2020/7/7","2020/7/7"
"Arkansas","Heavy Rain","2020/7/6","2020/7/6"
"Ohio","Heavy Rain","2020/7/6","2020/7/6"
"Arizona","Heavy Rain","2020/7/27","2020/7/27"
"Kentucky","Heavy Rain","2020/7/17","2020/7/17"
"Indiana","Heavy Rain","2020/7/19","2020/7/20"
"South Carolina","Heavy Rain","2020/7/1","2020/7/1"
"Mississippi","Heavy Rain","2020/2/5","2020/2/5"
"Texas","Heavy Rain","2020/6/22","2020/6/22"
"Maryland","Heavy Rain","2020/7/10","2020/7/10"
"West Virginia","Heavy Rain","2020/7/30","2020/7/31"
"Iowa","Heavy Rain / Snow Melt","2020/3/7","2020/3/14"
"South Carolina","Heavy Rain","2020/7/29","2020/7/29"
"West Virginia","Heavy Rain","2020/3/28","2020/3/29"
"Pennsylvania","Heavy Rain","2020/3/29","2020/3/29"
"Oklahoma","Heavy Rain","2020/7/27","2020/7/28"
"Maryland","Heavy Rain","2020/11/3","2020/11/3"
"Virginia","Heavy Rain","2020/11/3","2020/11/3"
"South Carolina","Heavy Rain","2020/11/1","2020/11/1"
"North Carolina","Heavy Rain","2020/11/1","2020/11/1"
"Puerto Rico","Heavy Rain","2020/7/30","2020/7/30"
"South Dakota","Heavy Rain / Snow Melt","2020/3/9","2020/3/16"
"South Dakota","Heavy Rain / Snow Melt","2020/3/10","2020/3/12"
"Iowa","Heavy Rain / Snow Melt","2020/3/8","2020/3/20"
"South Dakota","Heavy Rain / Snow Melt","2020/3/22","2020/3/31"
"South Dakota","Heavy Rain / Snow Melt","2020/3/2","2020/3/10"
"Illinois","Heavy Rain","2020/7/15","2020/7/15"
"Illinois","Heavy Rain","2020/7/31","2020/7/31"
"South Dakota","Heavy Rain","2020/3/29","2020/3/30"
"Kentucky","Heavy Rain","2020/7/8","2020/7/8"
"Texas","Heavy Rain","2020/7/5","2020/7/5"
"Colorado","Heavy Rain","2020/7/28","2020/7/28"
"South Dakota","Heavy Rain","2020/3/27","2020/3/31"
"Mississippi","Heavy Rain","2020/8/28","2020/8/28"
"Pennsylvania","Heavy Rain","2020/7/10","2020/7/10"
"Kansas","Heavy Rain","2020/7/21","2020/7/21"
"South Dakota","Heavy Rain","2020/3/30","2020/3/31"
"Tennessee","Heavy Rain","2020/7/4","2020/7/4"
"Missouri","Heavy Rain","2020/7/17","2020/7/17"
"Kentucky","Heavy Rain","2020/6/18","2020/6/18"
"Alabama","Heavy Rain","2020/7/12","2020/7/12"
"Wisconsin","Heavy Rain","2020/6/29","2020/6/29"
"California","Heavy Rain","2020/11/7","2020/11/7"
"Indiana","Heavy Rain","2020/7/12","2020/7/12"
"Maryland","Heavy Rain","2020/8/29","2020/8/29"
"Kansas","Heavy Rain","2020/7/10","2020/7/10"
"Missouri","Heavy Rain","2020/7/20","2020/7/20"
"Maryland","Heavy Rain","2020/7/24","2020/7/24"
"Virginia","Heavy Rain","2020/7/7","2020/7/7"
"Louisiana","Heavy Rain","2020/7/6","2020/7/6"
"Missouri","Heavy Rain","2020/7/19","2020/7/19"
"Tennessee","Heavy Rain","2020/7/5","2020/7/5"
"Texas","Heavy Rain","2020/12/3","2020/12/3"
"Iowa","Heavy Rain / Snow Melt","2020/3/10","2020/3/12"
"Iowa","Heavy Rain / Snow Melt","2020/3/10","2020/3/11"
"Michigan","Heavy Rain","2020/7/9","2020/7/9"
"Massachusetts","Heavy Rain","2020/7/23","2020/7/23"
"South Dakota","Heavy Rain","2020/7/5","2020/7/5"
"Kansas","Heavy Rain","2020/7/2","2020/7/2"
"Louisiana","Heavy Rain","2020/7/2","2020/7/2"
"Wisconsin","Heavy Rain","2020/7/14","2020/7/14"
"Maryland","Heavy Rain","2020/7/6","2020/7/7"
"Maryland","Heavy Rain","2020/7/7","2020/7/7"
"South Dakota","Heavy Rain","2020/7/29","2020/7/29"
"South Dakota","Heavy Rain","2020/7/24","2020/7/29"
"Virginia","Heavy Rain","2020/7/30","2020/7/30"
"Nebraska","Heavy Rain","2020/7/26","2020/7/27"
"North Carolina","Heavy Rain","2020/8/15","2020/8/15"
"South Dakota","Heavy Rain / Snow Melt","2020/3/9","2020/3/18"
"South Dakota","Heavy Rain / Snow Melt","2020/3/10","2020/3/11"
"South Dakota","Heavy Rain / Snow Melt","2020/3/11","2020/3/17"
"Louisiana","Heavy Rain","2020/7/3","2020/7/3"
"Kansas","Heavy Rain","2020/7/20","2020/7/21"
"Florida","Heavy Rain","2020/7/19","2020/7/19"
"South Dakota","Heavy Rain / Snow Melt","2020/3/3","2020/3/31"
"Kansas","Heavy Rain","2020/7/26","2020/7/27"
"Kentucky","Heavy Rain","2020/7/29","2020/7/29"
"Kentucky","Heavy Rain","2020/7/30","2020/7/30"
"Michigan","Heavy Rain","2020/7/1","2020/7/31"
"Idaho","Heavy Rain","2020/7/3","2020/7/10"
"New Hampshire","Heavy Rain","2020/7/8","2020/7/8"
"Florida","Heavy Rain","2020/8/4","2020/8/4"
"Nebraska","Heavy Rain","2020/7/10","2020/7/10"
"Vermont","Heavy Rain","2020/7/14","2020/7/14"
"Tennessee","Heavy Rain","2020/7/20","2020/7/20"
"South Dakota","Heavy Rain","2020/6/26","2020/6/26"
"Arkansas","Heavy Rain","2020/11/1","2020/11/1"
"Arkansas","Heavy Rain","2020/11/3","2020/11/3"
"Arkansas","Heavy Rain","2020/11/1","2020/11/6"
"Arkansas","Heavy Rain","2020/11/1","2020/11/2"
"South Dakota","Heavy Rain","2020/7/6","2020/7/6"
"South Dakota","Heavy Rain / Snow Melt","2020/3/5","2020/3/31"
"Missouri","Heavy Rain","2020/7/3","2020/7/3"
"Tennessee","Heavy Rain","2020/7/28","2020/7/28"
"Kentucky","Heavy Rain","2020/6/29","2020/6/29"
"Kentucky","Heavy Rain","2020/7/31","2020/7/31"
"Mississippi","Heavy Rain","2020/7/2","2020/7/2"
"Florida","Heavy Rain","2020/11/1","2020/11/1"
"South Dakota","Heavy Rain / Snow Melt","2020/3/13","2020/3/15"
"Georgia","Heavy Rain","2020/7/3","2020/7/3"
"Mississippi","Heavy Rain","2020/7/4","2020/7/4"
"Louisiana","Heavy Rain","2020/7/8","2020/7/8"
"Arizona","Heavy Rain / Burn Area","2020/7/15","2020/7/15"
"Illinois","Heavy Rain","2020/7/15","2020/7/16"
"North Carolina","Heavy Rain","2020/7/31","2020/7/31"
"Pennsylvania","Heavy Rain","2020/7/23","2020/7/23"
"Maryland","Heavy Rain","2020/7/23","2020/7/23"
"Mississippi","Heavy Rain","2020/7/8","2020/7/8"
"Ohio","Heavy Rain","2020/7/9","2020/7/9"
"Florida","Heavy Rain","2020/8/10","2020/8/10"
"Connecticut","Heavy Rain","2020/12/2","2020/12/2"
"Illinois","Heavy Rain","2020/7/17","2020/7/17"
"Mississippi","Heavy Rain","2020/7/1","2020/7/1"
"Delaware","Heavy Rain","2020/7/10","2020/7/10"
"Tennessee","Heavy Rain","2020/7/1","2020/7/1"
"South Dakota","Heavy Rain","2020/3/28","2020/3/31"
"Oklahoma","Heavy Rain","2020/7/29","2020/7/29"
"Mississippi","Heavy Rain","2020/7/15","2020/7/15"
"South Carolina","Heavy Rain","2020/7/7","2020/7/9"
"Kentucky","Heavy Rain","2020/7/20","2020/7/20"
"Kentucky","Heavy Rain","2020/7/21","2020/7/21"
"Iowa","Heavy Rain","2020/6/9","2020/6/9"
"Florida","Heavy Rain","2020/8/11","2020/8/11"
"New Jersey","Heavy Rain","2020/12/2","2020/12/2"
"South Dakota","Heavy Rain / Snow Melt","2020/7/1","2020/7/31"
"South Dakota","Heavy Rain / Snow Melt","2020/7/1","2020/7/17"
"Utah","Heavy Rain","2020/7/23","2020/7/23"
"South Dakota","Heavy Rain","2020/7/25","2020/7/25"
"Illinois","Heavy Rain","2020/7/30","2020/7/30"
"Iowa","Heavy Rain","2020/6/10","2020/6/11"
"Minnesota","Heavy Rain","2020/6/18","2020/6/18"
"South Dakota","Heavy Rain","2020/6/25","2020/6/26"
"Missouri","Heavy Rain","2020/7/22","2020/7/22"
"Kansas","Heavy Rain","2020/7/9","2020/7/9"
"Utah","Heavy Rain / Burn Area","2020/7/23","2020/7/23"
"Utah","Heavy Rain","2020/7/27","2020/7/27"
"South Dakota","Heavy Rain","2020/7/24","2020/7/26"
"Florida","Heavy Rain","2020/8/18","2020/8/18"
"Indiana","Heavy Rain","2020/7/22","2020/7/22"
"Tennessee","Dam / Levee Break","2020/7/1","2020/7/1"
"Pennsylvania","Heavy Rain","2020/7/7","2020/7/7"
"Kansas","Heavy Rain","2020/7/14","2020/7/14"
"Utah","Heavy Rain","2020/7/24","2020/7/24"
"South Dakota","Heavy Rain","2020/7/25","2020/7/26"
"Colorado","Heavy Rain","2020/7/15","2020/7/15"
"Indiana","Heavy Rain","2020/7/9","2020/7/9"
"Guam","Heavy Rain","2020/8/27","2020/8/27"
"Kansas","Heavy Rain","2020/7/15","2020/7/18"
"Maryland","Heavy Rain","2020/7/6","2020/7/6"
"Missouri","Heavy Rain","2020/7/4","2020/7/4"
"New Mexico","Heavy Rain","2020/7/26","2020/7/26"
"Alaska","Dam / Levee Break","2020/7/31","2020/7/31"
"West Virginia","Heavy Rain","2020/8/27","2020/8/27"
"Kentucky","Heavy Rain","2020/8/31","2020/8/31"
"Arkansas","Heavy Rain","2020/8/27","2020/8/27"
"Mississippi","Heavy Rain","2020/8/1","2020/8/1"
"Florida","Heavy Rain","2020/8/23","2020/8/23"
"Florida","Heavy Rain","2020/8/24","2020/8/24"
"Virginia","Heavy Rain","2020/8/31","2020/8/31"
"Arkansas","Heavy Rain","2020/8/29","2020/8/31"
"Arkansas","Heavy Rain","2020/8/28","2020/8/31"
"Michigan","Heavy Rain","2020/8/21","2020/8/21"
"Colorado","Heavy Rain","2020/8/29","2020/8/29"
"Colorado","Heavy Rain","2020/8/20","2020/8/20"
"Missouri","Heavy Rain","2020/6/21","2020/6/21"
"Ohio","Heavy Rain","2020/8/1","2020/8/1"
"Indiana","Heavy Rain","2020/8/13","2020/8/13"
"Indiana","Heavy Rain","2020/8/1","2020/8/1"
"Arizona","Heavy Rain","2020/8/23","2020/8/23"
"Arizona","Heavy Rain / Burn Area","2020/8/30","2020/8/30"
"Arizona","Heavy Rain","2020/8/30","2020/8/30"
"Arkansas","Heavy Rain","2020/8/11","2020/8/11"
"North Carolina","Heavy Rain","2020/8/10","2020/8/10"
"Colorado","Heavy Rain / Burn Area","2020/8/28","2020/8/28"
"Louisiana","Heavy Rain","2020/8/20","2020/8/20"
"Louisiana","Heavy Rain / Tropical System","2020/8/28","2020/8/28"
"Wisconsin","Heavy Rain","2020/8/2","2020/8/3"
"Arkansas","Heavy Rain","2020/8/27","2020/8/28"
"Illinois","Heavy Rain","2020/9/12","2020/9/12"
"Michigan","Heavy Rain","2020/8/1","2020/8/31"
"North Carolina","Heavy Rain","2020/8/21","2020/8/21"
"Illinois","Heavy Rain","2020/8/3","2020/8/3"
"Kentucky","Heavy Rain","2020/8/12","2020/8/12"
"Missouri","Heavy Rain","2020/8/11","2020/8/11"
"Michigan","Heavy Rain","2020/8/2","2020/8/2"
"Missouri","Heavy Rain","2020/8/10","2020/8/10"
"Tennessee","Heavy Rain","2020/8/23","2020/8/23"
"Oklahoma","Heavy Rain","2020/8/7","2020/8/7"
"Oklahoma","Heavy Rain","2020/8/14","2020/8/14"
"South Carolina","Heavy Rain","2020/8/6","2020/8/6"
"Virginia","Heavy Rain","2020/8/6","2020/8/6"
"Virginia","Heavy Rain","2020/8/8","2020/8/8"
"Colorado","Heavy Rain / Burn Area","2020/8/29","2020/8/29"
"Missouri","Heavy Rain","2020/8/3","2020/8/3"
"Virginia","Heavy Rain","2020/8/28","2020/8/28"
"Virginia","Heavy Rain","2020/8/29","2020/8/29"
"Virginia","Heavy Rain","2020/8/21","2020/8/21"
"Virginia","Heavy Rain","2020/8/22","2020/8/22"
"Wisconsin","Heavy Rain","2020/8/8","2020/8/8"
"Arkansas","Heavy Rain","2020/8/29","2020/8/29"
"Georgia","Heavy Rain","2020/8/25","2020/8/25"
"Maryland","Heavy Rain","2020/8/12","2020/8/12"
"Arkansas","Heavy Rain","2020/8/12","2020/8/12"
"New Mexico","Heavy Rain","2020/8/29","2020/8/29"
"Virginia","Heavy Rain","2020/8/28","2020/8/29"
"Virginia","Heavy Rain","2020/8/14","2020/8/15"
"Virginia","Heavy Rain","2020/8/15","2020/8/15"
"Michigan","Heavy Rain","2020/8/3","2020/8/3"
"Wisconsin","Heavy Rain","2020/8/10","2020/8/10"
"Florida","Heavy Rain","2020/8/19","2020/8/19"
"Virginia","Heavy Rain","2020/11/1","2020/11/1"
"Virginia","Heavy Rain","2020/8/5","2020/8/6"
"Wisconsin","Heavy Rain","2020/8/1","2020/8/31"
"Virginia","Heavy Rain","2020/8/7","2020/8/7"
"Virginia","Heavy Rain","2020/8/20","2020/8/20"
"Michigan","Heavy Rain","2020/8/16","2020/8/16"
"Colorado","Heavy Rain / Burn Area","2020/8/3","2020/8/3"
"West Virginia","Heavy Rain","2020/8/15","2020/8/15"
"Michigan","Heavy Rain","2020/8/28","2020/8/28"
"Florida","Heavy Rain","2020/8/14","2020/8/14"
"Oklahoma","Heavy Rain","2020/8/13","2020/8/13"
"Nebraska","Heavy Rain","2020/6/27","2020/6/27"
"Kansas","Heavy Rain","2020/8/3","2020/8/3"
"Illinois","Heavy Rain","2020/8/2","2020/8/2"
"Alabama","Heavy Rain","2020/8/19","2020/8/19"
"Illinois","Heavy Rain","2020/8/13","2020/8/13"
"Kentucky","Heavy Rain","2020/8/13","2020/8/13"
"Ohio","Heavy Rain","2020/8/15","2020/8/15"
"Ohio","Heavy Rain","2020/8/16","2020/8/16"
"New York","Heavy Rain","2020/8/15","2020/8/15"
"Colorado","Heavy Rain","2020/8/5","2020/8/5"
"Kentucky","Heavy Rain","2020/8/6","2020/8/6"
"California","Heavy Rain","2020/8/15","2020/8/15"
"California","Heavy Rain","2020/8/17","2020/8/17"
"West Virginia","Heavy Rain","2020/8/25","2020/8/25"
"Arkansas","Heavy Rain","2020/8/26","2020/8/26"
"Kentucky","Heavy Rain","2020/8/14","2020/8/14"
"Tennessee","Heavy Rain","2020/8/6","2020/8/6"
"Virginia","Heavy Rain","2020/8/22","2020/8/23"
"Virginia","Heavy Rain","2020/8/24","2020/8/24"
"Alabama","Heavy Rain","2020/8/30","2020/8/30"
"Nebraska","Heavy Rain","2020/6/19","2020/6/20"
"Arkansas","Heavy Rain","2020/8/29","2020/8/30"
"Virginia","Heavy Rain","2020/8/8","2020/8/9"
"North Carolina","Heavy Rain","2020/8/31","2020/8/31"
"North Carolina","Heavy Rain","2020/8/9","2020/8/9"
"Ohio","Heavy Rain","2020/8/3","2020/8/3"
"Indiana","Heavy Rain","2020/8/3","2020/8/3"
"Florida","Heavy Rain","2020/9/7","2020/9/7"
"North Carolina","Heavy Rain","2020/8/7","2020/8/7"
"Texas","Heavy Rain","2020/8/12","2020/8/12"
"Texas","Heavy Rain","2020/8/26","2020/8/26"
"Wisconsin","Heavy Rain","2020/8/27","2020/8/27"
"Indiana","Heavy Rain","2020/8/14","2020/8/14"
"Illinois","Heavy Rain","2020/8/12","2020/8/12"
"Florida","Heavy Rain","2020/8/5","2020/8/5"
"Alaska","Dam / Levee Break","2020/8/1","2020/8/1"
"Arkansas","Heavy Rain","2020/8/14","2020/8/14"
"Arkansas","Heavy Rain","2020/8/31","2020/8/31"
"Puerto Rico","Heavy Rain","2020/8/22","2020/8/22"
"Texas","Heavy Rain","2020/7/7","2020/7/7"
"Alaska","Heavy Rain","2020/8/10","2020/8/11"
"Pennsylvania","Heavy Rain","2020/8/22","2020/8/22"
"West Virginia","Heavy Rain","2020/8/31","2020/8/31"
"Virginia","Heavy Rain","2020/8/6","2020/8/7"
"Maryland","Heavy Rain","2020/8/29","2020/8/30"
"New Mexico","Heavy Rain / Burn Area","2020/8/5","2020/8/5"
"Alabama","Heavy Rain","2020/8/25","2020/8/25"
"Colorado","Heavy Rain / Burn Area","2020/8/15","2020/8/15"
"West Virginia","Heavy Rain","2020/8/22","2020/8/22"
"Vermont","Heavy Rain","2020/8/24","2020/8/24"
"Mississippi","Heavy Rain","2020/8/13","2020/8/13"
"Maryland","Heavy Rain","2020/11/1","2020/11/1"
"Oklahoma","Heavy Rain","2020/9/1","2020/9/1"
"Ohio","Heavy Rain","2020/9/3","2020/9/3"
"Tennessee","Heavy Rain","2020/8/30","2020/8/30"
"Maryland","Heavy Rain","2020/8/4","2020/8/4"
"North Carolina","Heavy Rain","2020/8/13","2020/8/13"
"North Carolina","Heavy Rain","2020/8/13","2020/8/14"
"Indiana","Heavy Rain","2020/8/18","2020/8/18"
"Florida","Heavy Rain","2020/9/27","2020/9/27"
"Ohio","Heavy Rain","2020/9/8","2020/9/8"
"Ohio","Heavy Rain","2020/9/7","2020/9/7"
"North Carolina","Heavy Rain","2020/8/24","2020/8/24"
"Pennsylvania","Heavy Rain","2020/8/7","2020/8/7"
"Massachusetts","Heavy Rain","2020/9/10","2020/9/10"
"American Samoa","Heavy Rain","2020/8/17","2020/8/17"
"District of Columbia","Heavy Rain","2020/9/10","2020/9/10"
"Florida","Heavy Rain / Tropical System","2020/11/8","2020/11/9"
"Indiana","Heavy Rain","2020/8/10","2020/8/10"
"Texas","Heavy Rain","2020/8/8","2020/8/8"
"Texas","Heavy Rain","2020/8/1","2020/8/1"
"Utah","Heavy Rain","2020/8/23","2020/8/23"
"American Samoa","Heavy Rain","2020/9/22","2020/9/22"
"Missouri","Heavy Rain","2020/9/5","2020/9/5"
"Louisiana","Heavy Rain","2020/9/23","2020/9/23"
"Alaska","Heavy Rain","2020/11/1","2020/11/2"
"Michigan","Heavy Rain","2020/9/1","2020/9/12"
"North Carolina","Heavy Rain / Tropical System","2020/9/17","2020/9/17"
"Florida","Heavy Rain","2020/9/12","2020/9/12"
"Florida","Heavy Rain","2020/9/12","2020/9/13"
"Florida","Heavy Rain / Tropical System","2020/9/16","2020/9/16"
"Florida","Heavy Rain / Tropical System","2020/9/15","2020/9/16"
"Alaska","Heavy Rain","2020/9/26","2020/9/30"
"Puerto Rico","Heavy Rain","2020/11/1","2020/11/1"
"Puerto Rico","Heavy Rain","2020/11/8","2020/11/8"
"Arizona","Heavy Rain","2020/8/18","2020/8/18"
"California","Heavy Rain","2020/8/22","2020/8/22"
"New York","Heavy Rain","2020/8/11","2020/8/11"
"Pennsylvania","Heavy Rain","2020/8/24","2020/8/24"
"New York","Heavy Rain","2020/8/10","2020/8/10"
"Maryland","Heavy Rain","2020/8/7","2020/8/7"
"Texas","Heavy Rain","2020/8/1","2020/8/8"
"Nevada","Heavy Rain","2020/8/23","2020/8/23"
"Texas","Heavy Rain","2020/8/1","2020/8/6"
"Texas","Heavy Rain","2020/9/4","2020/9/4"
"Maryland","Heavy Rain","2020/8/4","2020/8/5"
"Maryland","Heavy Rain","2020/8/14","2020/8/14"
"Texas","Heavy Rain","2020/9/9","2020/9/10"
"Texas","Heavy Rain","2020/9/10","2020/9/10"
"Virginia","Heavy Rain","2020/9/10","2020/9/10"
"Georgia","Heavy Rain","2020/9/17","2020/9/17"
"North Carolina","Heavy Rain","2020/9/13","2020/9/13"
"North Carolina","Heavy Rain","2020/9/17","2020/9/18"
"Arkansas","Heavy Rain","2020/9/23","2020/9/23"
"Pennsylvania","Heavy Rain","2020/8/28","2020/8/28"
"North Carolina","Heavy Rain","2020/8/5","2020/8/6"
"North Carolina","Heavy Rain","2020/8/5","2020/8/5"
"Georgia","Heavy Rain","2020/8/20","2020/8/20"
"Georgia","Heavy Rain","2020/8/20","2020/8/21"
"Mississippi","Heavy Rain","2020/8/25","2020/8/25"
"Florida","Heavy Rain","2020/9/9","2020/9/9"
"Florida","Heavy Rain","2020/9/24","2020/9/24"
"Florida","Heavy Rain","2020/9/26","2020/9/26"
"Georgia","Heavy Rain","2020/9/15","2020/9/15"
"Kentucky","Heavy Rain","2020/9/12","2020/9/12"
"Kentucky","Heavy Rain","2020/9/12","2020/9/13"
"Kentucky","Heavy Rain","2020/9/13","2020/9/13"
"District of Columbia","Heavy Rain","2020/8/4","2020/8/4"
"Maryland","Heavy Rain","2020/8/23","2020/8/23"
"Alabama","Heavy Rain","2020/8/26","2020/8/26"
"Arkansas","Heavy Rain","2020/9/1","2020/9/9"
"Arkansas","Heavy Rain","2020/9/2","2020/9/3"
"Arkansas","Heavy Rain","2020/9/1","2020/9/2"
"Florida","Heavy Rain","2020/9/10","2020/9/10"
"Kentucky","Heavy Rain","2020/9/3","2020/9/3"
"South Carolina","Heavy Rain","2020/11/2","2020/11/2"
"Louisiana","Heavy Rain","2020/8/27","2020/8/27"
"South Dakota","Heavy Rain / Snow Melt","2020/8/1","2020/8/31"
"Georgia","Heavy Rain","2020/8/3","2020/8/3"
"Oklahoma","Heavy Rain","2020/8/10","2020/8/10"
"Arkansas","Heavy Rain","2020/9/1","2020/9/5"
"Missouri","Heavy Rain","2020/9/1","2020/9/1"
"West Virginia","Heavy Rain","2020/8/28","2020/8/29"
"Tennessee","Heavy Rain","2020/8/12","2020/8/12"
"Maryland","Heavy Rain","2020/9/3","2020/9/3"
"Georgia","Heavy Rain","2020/8/30","2020/8/30"
"Wisconsin","Heavy Rain","2020/8/28","2020/8/28"
"Texas","Heavy Rain","2020/8/29","2020/8/29"
"District of Columbia","Heavy Rain","2020/11/1","2020/11/1"
"Ohio","Heavy Rain","2020/9/7","2020/9/8"
"New York","Heavy Rain","2020/8/4","2020/8/4"
"Michigan","Heavy Rain","2020/8/10","2020/8/10"
"Maryland","Heavy Rain","2020/9/4","2020/9/4"
"Wisconsin","Heavy Rain","2020/9/1","2020/9/30"
"North Carolina","Heavy Rain","2020/8/12","2020/8/12"
"Tennessee","Heavy Rain","2020/9/1","2020/9/1"
"Arkansas","Heavy Rain","2020/9/1","2020/9/1"
"Arkansas","Heavy Rain","2020/9/2","2020/9/2"
"Arkansas","Heavy Rain","2020/9/1","2020/9/19"
"Florida","Heavy Rain / Tropical System","2020/9/13","2020/9/13"
"Texas","Heavy Rain","2020/9/1","2020/9/1"
"Texas","Heavy Rain","2020/9/2","2020/9/2"
"Maryland","Heavy Rain","2020/9/10","2020/9/10"
"Maine","Dam / Levee Break","2020/9/16","2020/9/19"
"Alabama","Heavy Rain / Tropical System","2020/9/15","2020/9/16"
"Alabama","Heavy Rain / Tropical System","2020/9/16","2020/9/16"
"Colorado","Heavy Rain","2020/7/12","2020/7/12"
"Tennessee","Heavy Rain","2020/9/13","2020/9/13"
"Texas","Heavy Rain","2020/9/8","2020/9/8"
"South Dakota","Heavy Rain","2020/7/6","2020/7/7"
"Colorado","Heavy Rain","2020/7/23","2020/7/23"
"Mississippi","Heavy Rain","2020/9/23","2020/9/23"
"Mississippi","Heavy Rain","2020/9/23","2020/9/24"
"Texas","Heavy Rain","2020/9/3","2020/9/3"
"Mississippi","Heavy Rain","2020/9/24","2020/9/24"
"Alabama","Heavy Rain","2020/9/16","2020/9/16"
"Alabama","Heavy Rain","2020/9/16","2020/9/17"
"New Jersey","Heavy Rain","2020/8/7","2020/8/7"
"Arizona","Heavy Rain","2020/8/2","2020/8/2"
